LNaive,0,0.01,0,0,1,0.0006894543027764488
LNaive,0,0.01,0,0,2,0.0006892481080049695
LNaive,0,0.01,0,0,3,0.0011221625901486343
LNaive,0,0.01,0,0,4,0.00034824195711347095
LNaive,0,0.01,0,1,1,0.00128195037035006
LNaive,0,0.01,0,1,2,0.0003840613468949483
LNaive,0,0.01,0,1,3,0.0007605838731092884
LNaive,0,0.01,0,1,4,0.0002936795415929838
LNaive,0,0.01,0,2,1,0.00021434852423285466
LNaive,0,0.01,0,2,2,0.00038881382388122887
LNaive,0,0.01,0,2,3,0.0009755342984838489
LNaive,0,0.01,0,2,4,0.0007608535622590784
LNaive,0,0.01,0,3,1,0.00044350728419573215
LNaive,0,0.01,0,3,2,0.0003410061564834699
LNaive,0,0.01,0,3,3,0.0003898294949246095
LNaive,0,0.01,0,3,4,0.00016653991846671268
LNaive,0,0.01,1,0,1,0.00014346218676575262
LNaive,0,0.01,1,0,2,0.00017487016042050385
LNaive,0,0.01,1,0,3,0.0004056861682311119
LNaive,0,0.01,1,0,4,0.00044842592040816864
LNaive,0,0.01,1,1,1,0.00027793669586873015
LNaive,0,0.01,1,1,2,0.00011223475054111809
LNaive,0,0.01,1,1,3,0.00013860045967173384
LNaive,0,0.01,1,1,4,0.0009409905107009564
LNaive,0,0.01,1,2,1,2.421509525252219e-05
LNaive,0,0.01,1,2,2,4.769855763242514e-05
LNaive,0,0.01,1,2,3,0.0008785295453002107
LNaive,0,0.01,1,2,4,0.000872091702545541
LNaive,0,0.01,1,3,1,0.000798848618250636
LNaive,0,0.01,1,3,2,0.0006276610556170681
LNaive,0,0.01,1,3,3,0.0002016129040330883
LNaive,0,0.01,1,3,4,0.00035121338675292435
LNaive,0,0.01,2,0,1,0.00010711198733481808
LNaive,0,0.01,2,0,2,0.0003638732625301788
LNaive,0,0.01,2,0,3,0.00084539973080755
LNaive,0,0.01,2,0,4,0.000151114083089543
LNaive,0,0.01,2,1,1,0.00022842691903068868
LNaive,0,0.01,2,1,2,0.00046624560712771324
LNaive,0,0.01,2,1,3,0.0001463631956191147
LNaive,0,0.01,2,1,4,0.0005018568270398482
LNaive,0,0.01,2,2,1,0.0006439803816045142
LNaive,0,0.01,2,2,2,5.153133525359621e-05
LNaive,0,0.01,2,2,3,0.00037117530326535864
LNaive,0,0.01,2,2,4,0.000532297065337306
LNaive,0,0.01,2,3,1,0.0005978534709072392
LNaive,0,0.01,2,3,2,0.0009673951840307726
LNaive,0,0.01,2,3,3,0.0009042650456677626
LNaive,0,0.01,2,3,4,0.00024925689314325705
LNaive,0,0.01,3,0,1,0.00022622511496805942
LNaive,0,0.01,3,0,2,0.0005001266931010662
LNaive,0,0.01,3,0,3,0.00019538725312484573
LNaive,0,0.01,3,0,4,4.7507205180208345e-05
LNaive,0,0.01,3,1,1,0.00036595336803313394
LNaive,0,0.01,3,1,2,4.80170747954034e-05
LNaive,0,0.01,3,1,3,4.259795256666976e-05
LNaive,0,0.01,3,1,4,0.000776260321993183
LNaive,0,0.01,3,2,1,0.0003935182669312365
LNaive,0,0.01,3,2,2,0.0002881176657298923
LNaive,0,0.01,3,2,3,0.00010636696809118718
LNaive,0,0.01,3,2,4,0.0008317049243160568
LNaive,0,0.01,3,3,1,0.00019032857663325853
LNaive,0,0.01,3,3,2,0.00024097789072408116
LNaive,0,0.01,3,3,3,0.0004899222239769241
LNaive,0,0.01,3,3,4,0.0006318053158644865
LNaive,0,0.01,4,0,1,0.00032143471111245603
LNaive,0,0.01,4,0,2,0.0004661435823665183
LNaive,0,0.01,4,0,3,0.00131142919220828
LNaive,0,0.01,4,0,4,0.0007614009763834417
LNaive,0,0.01,4,1,1,0.00024333279482080528
LNaive,0,0.01,4,1,2,0.001310844555562074
LNaive,0,0.01,4,1,3,0.00016083733554839164
LNaive,0,0.01,4,1,4,0.0002969523215041736
LNaive,0,0.01,4,2,1,0.0005924532287246986
LNaive,0,0.01,4,2,2,0.00045016106595785477
LNaive,0,0.01,4,2,3,0.00038207602894213544
LNaive,0,0.01,4,2,4,0.0006044822975733721
LNaive,0,0.01,4,3,1,0.00015949727893582732
LNaive,0,0.01,4,3,2,0.0013401968862638558
LNaive,0,0.01,4,3,3,0.00042676622799420194
LNaive,0,0.01,4,3,4,0.0005469302585519031
LNaive,1,0.02,0,0,1,0.0004904056210399688
LNaive,1,0.02,0,0,2,3.373335638412467e-05
LNaive,1,0.02,0,0,3,0.0002529846027330418
LNaive,1,0.02,0,0,4,0.0013089998907311884
LNaive,1,0.02,0,1,1,0.0006028534501512084
LNaive,1,0.02,0,1,2,0.0005006948444932213
LNaive,1,0.02,0,1,3,0.0006142789614594912
LNaive,1,0.02,0,1,4,0.0005591606448646091
LNaive,1,0.02,0,2,1,6.327685256701798e-05
LNaive,1,0.02,0,2,2,8.669422517804115e-05
LNaive,1,0.02,0,2,3,4.834168724165977e-05
LNaive,1,0.02,0,2,4,0.0012642085464440456
LNaive,1,0.02,0,3,1,0.0004963798848569567
LNaive,1,0.02,0,3,2,0.00013132300401896835
LNaive,1,0.02,0,3,3,0.000336599786779912
LNaive,1,0.02,0,3,4,0.0006869929774320216
LNaive,1,0.02,1,0,1,0.00014740785965272618
LNaive,1,0.02,1,0,2,0.0006013714265635794
LNaive,1,0.02,1,0,3,0.0010260215851319865
LNaive,1,0.02,1,0,4,0.0010311984511948147
LNaive,1,0.02,1,1,1,7.153282007366091e-05
LNaive,1,0.02,1,1,2,5.174554198017489e-06
LNaive,1,0.02,1,1,3,0.00013242006896074798
LNaive,1,0.02,1,1,4,0.0008580176390444727
LNaive,1,0.02,1,2,1,8.783119586208699e-05
LNaive,1,0.02,1,2,2,7.960264839423914e-05
LNaive,1,0.02,1,2,3,8.413378446747721e-05
LNaive,1,0.02,1,2,4,0.00045835002769467614
LNaive,1,0.02,1,3,1,0.0001450834356367947
LNaive,1,0.02,1,3,2,0.00029706832814668793
LNaive,1,0.02,1,3,3,0.00016156830219138385
LNaive,1,0.02,1,3,4,0.00016818751646807684
LNaive,1,0.02,2,0,1,0.0007215915216440827
LNaive,1,0.02,2,0,2,0.00010573823053783293
LNaive,1,0.02,2,0,3,5.868611642090293e-06
LNaive,1,0.02,2,0,4,3.2733177558919024e-05
LNaive,1,0.02,2,1,1,0.0006383934169336136
LNaive,1,0.02,2,1,2,0.0003515231357875681
LNaive,1,0.02,2,1,3,0.00047805786007715234
LNaive,1,0.02,2,1,4,0.00014167080478910687
LNaive,1,0.02,2,2,1,9.48855097246959e-05
LNaive,1,0.02,2,2,2,0.00041260921702090947
LNaive,1,0.02,2,2,3,0.00115942538537106
LNaive,1,0.02,2,2,4,0.0002407533203617751
LNaive,1,0.02,2,3,1,0.00030849182476000436
LNaive,1,0.02,2,3,2,0.00043460576864806644
LNaive,1,0.02,2,3,3,0.0009805725882952032
LNaive,1,0.02,2,3,4,0.0008595139178972921
LNaive,1,0.02,3,0,1,0.00041194613940565006
LNaive,1,0.02,3,0,2,0.00032176895212021606
LNaive,1,0.02,3,0,3,0.0001573562638260695
LNaive,1,0.02,3,0,4,0.00017307264790455967
LNaive,1,0.02,3,1,1,0.0002452772318934926
LNaive,1,0.02,3,1,2,2.6044745244035994e-05
LNaive,1,0.02,3,1,3,0.00034186614229136936
LNaive,1,0.02,3,1,4,0.0003921773537045592
LNaive,1,0.02,3,2,1,0.00026844632443756566
LNaive,1,0.02,3,2,2,0.00036211158433474555
LNaive,1,0.02,3,2,3,0.0009568036155519488
LNaive,1,0.02,3,2,4,0.00011227082343590045
LNaive,1,0.02,3,3,1,0.00033954946462633195
LNaive,1,0.02,3,3,2,0.0004838993013889237
LNaive,1,0.02,3,3,3,0.0002174970441151114
LNaive,1,0.02,3,3,4,0.0009092428373319583
LNaive,1,0.02,4,0,1,0.0005624700156161566
LNaive,1,0.02,4,0,2,0.00018108970288921444
LNaive,1,0.02,4,0,3,0.0009710842132480968
LNaive,1,0.02,4,0,4,0.0004332570195789698
LNaive,1,0.02,4,1,1,0.00020988175435143752
LNaive,1,0.02,4,1,2,0.001083320750015715
LNaive,1,0.02,4,1,3,1.6441521343613097e-05
LNaive,1,0.02,4,1,4,0.0008844190895515025
LNaive,1,0.02,4,2,1,0.0005497355396073544
LNaive,1,0.02,4,2,2,0.00022620624541269674
LNaive,1,0.02,4,2,3,3.219894951600466e-05
LNaive,1,0.02,4,2,4,0.0025340310416890333
LNaive,1,0.02,4,3,1,0.0007338461228887372
LNaive,1,0.02,4,3,2,0.00028302599581953025
LNaive,1,0.02,4,3,3,6.603760003942583e-05
LNaive,1,0.02,4,3,4,0.0008734100880520845
LNaive,2,0.05,0,0,1,2.0881546825002317e-05
LNaive,2,0.05,0,0,2,0.0004673089080985404
LNaive,2,0.05,0,0,3,0.0007552448233084652
LNaive,2,0.05,0,0,4,0.0021242521485663746
LNaive,2,0.05,0,1,1,0.00027886286710399055
LNaive,2,0.05,0,1,2,0.00022478301526607236
LNaive,2,0.05,0,1,3,0.00013775586255748706
LNaive,2,0.05,0,1,4,0.0010665054120447826
LNaive,2,0.05,0,2,1,0.00035312153157662785
LNaive,2,0.05,0,2,2,0.0008724597753744234
LNaive,2,0.05,0,2,3,0.0010961265005217102
LNaive,2,0.05,0,2,4,0.0012987879684943637
LNaive,2,0.05,0,3,1,0.00018608596631741747
LNaive,2,0.05,0,3,2,3.416728186778073e-05
LNaive,2,0.05,0,3,3,0.0001299224195735471
LNaive,2,0.05,0,3,4,0.0016856991748951389
LNaive,2,0.05,1,0,1,0.0003935454092833801
LNaive,2,0.05,1,0,2,0.00021903790158583902
LNaive,2,0.05,1,0,3,0.0015350358898972294
LNaive,2,0.05,1,0,4,1.1338605808597357e-05
LNaive,2,0.05,1,1,1,8.264308881900106e-06
LNaive,2,0.05,1,1,2,0.0008182495811135393
LNaive,2,0.05,1,1,3,5.6363629731603915e-05
